id;score_channel;is_show_channel;channel_id;category_id;comment
2028;380;true;2028;48;comment
2029;180;true;2029;48;comment
2030;290;true;2030;48;comment
2031;320;true;2031;48;comment
2032;200;true;2032;48;comment
2033;310;true;2033;48;comment
2034;340;true;2034;48;comment
2035;350;true;2035;48;comment
2036;360;true;2036;48;comment
2037;370;true;2037;48;comment
2038;380;true;2038;48;comment
2039;390;true;2039;48;comment
2040;300;true;2040;48;comment
2041;200;true;2041;48;comment
2042;40;true;2063;97;comment
2043;40;true;2063;65;comment
2044;50;true;2044;66;comment
2045;200;true;2064;48;comment
2046;210;true;2065;48;comment
2047;30;true;2041;66;comment
2048;20;true;2042;66;comment
2049;80;true;2043;66;comment
2050;50;true;2045;66;comment
2051;90;true;2046;66;comment
2052;200;true;2047;66;comment
2053;100;true;2048;66;comment
2054;120;true;2049;66;comment
2055;100;true;2050;66;comment
2056;130;true;2051;66;comment
2057;150;true;2052;66;comment
2058;200;true;2053;66;comment
2059;150;true;2054;66;comment
2060;80;true;2055;66;comment
2061;50;true;2056;66;comment
2062;180;true;2057;66;comment
2063;200;true;2058;66;comment
2064;120;true;2059;66;comment
2065;230;true;2060;66;comment
2066;350;true;2061;66;comment
2067;350;true;2062;48;comment
2068;50;true;2066;48;comment
2069;90;true;2067;48;comment
2070;10;true;2068;66;comment
2071;240;true;2069;48;comment
2072;180;true;2070;48;comment
2073;170;true;2071;48;comment
2074;100;true;2072;48;comment
2075;110;true;2073;48;comment
2076;250;true;2074;48;comment
2077;100;true;2075;48;comment
2078;160;true;2076;48;comment
2079;250;true;2077;48;comment
2080;120;true;2078;48;comment
2081;190;true;2079;48;comment
2082;170;true;2080;48;comment
2083;250;true;2081;48;comment
2084;220;true;2082;66;comment
2085;300;true;2083;48;comment
2086;250;true;2084;48;comment
2087;260;true;2085;48;comment
2088;300;true;2086;48;comment
2089;320;true;2087;48;comment
2090;590;true;2088;48;comment
2091;40;true;2088;1000;comment
2092;240;true;2089;48;comment
2093;50;true;2044;96;comment
2094;240;true;2041;96;comment
2095;100;true;2042;96;comment
2096;150;true;2043;96;comment
2097;180;true;2044;96;comment
2098;190;true;2045;96;comment
2099;200;true;2046;96;comment
2100;220;true;2047;96;comment
2101;250;true;2048;96;comment
2102;60;true;2049;96;comment
2103;200;true;2050;96;comment
2104;170;true;2051;96;comment
2105;320;true;2052;96;comment
2106;190;true;2053;96;comment
2107;140;true;2054;96;comment
2108;50;true;2055;96;comment
2109;50;true;2056;96;comment
2110;60;true;2057;96;comment
2111;400;true;2058;96;comment
2112;200;true;2059;96;comment
2113;150;true;2060;96;comment
2114;500;true;2061;96;comment
2115;10;true;2091;6;comment
2116;20;true;2092;6;comment
2117;30;true;2093;6;comment
2118;100;true;2094;6;comment
2119;40;true;2095;6;comment
2120;50;true;2096;6;comment
2121;10;true;2097;6;comment
2122;480;true;2098;6;comment
2123;60;true;2099;6;comment
2124;200;true;2100;6;comment
2125;210;true;2101;6;comment
2126;300;true;2102;6;comment
2127;320;true;2103;6;comment
2128;580;true;2104;6;comment
2129;490;true;2105;6;comment
2130;100;true;2106;6;comment
2131;100;true;2107;6;comment
2132;300;true;2108;6;comment
2133;240;true;2109;6;comment
2134;250;true;2110;6;comment
2135;260;true;2111;6;comment
2136;500;true;2112;6;comment
2137;50;true;2044;66;comment
2138;10;true;2041;19;comment
2139;20;true;2042;19;comment
2140;80;true;2043;19;comment
2141;90;true;2044;19;comment
2142;50;true;2045;19;comment
2143;60;true;2046;19;comment
2144;70;true;2047;19;comment
2145;100;true;2048;19;comment
2146;130;true;2049;19;comment
2147;100;true;2050;19;comment
2148;120;true;2051;19;comment
2149;150;true;2052;19;comment
2150;170;true;2053;19;comment
2151;190;true;2054;19;comment
2152;200;true;2055;19;comment
2153;210;true;2056;19;comment
2154;220;true;2057;19;comment
2155;230;true;2058;19;comment
2156;240;true;2059;19;comment
2157;250;true;2060;19;comment
2158;260;true;2061;19;comment
2159;10;true;2113;1001;comment
2160;20;true;2114;1001;comment
2161;30;true;2115;1001;comment
2162;40;true;2116;1001;comment
2163;50;true;2116;1001;comment
2164;60;true;2118;1001;comment
2165;70;true;2119;1001;comment
2166;80;true;2120;1001;comment
2167;90;true;2121;1001;comment
2168;100;true;2122;1002;comment
2169;120;true;2123;1002;comment
2170;130;true;2124;1002;comment
2171;140;true;2125;1002;comment
2172;150;true;2126;1002;comment
2173;160;true;2127;1002;comment
2174;10;true;2128;1003;comment
2175;20;true;2129;1003;comment
2176;30;true;2130;1003;comment
2177;40;true;2131;1003;comment
2178;50;true;2134;1001;comment
2179;60;true;2135;1003;comment
2180;70;true;2136;1004;comment
2181;80;true;2137;1004;comment
2182;90;true;2138;1004;comment
2183;100;true;2139;1004;comment
2184;110;true;2140;1004;comment
2185;10;true;2141;81;comment
2186;20;true;2142;81;comment
2187;30;true;2143;81;comment
2188;40;true;2144;81;comment
2189;50;true;2145;81;comment
2190;60;true;2146;81;comment
2191;70;true;2147;81;comment
2192;80;true;2148;81;comment
2193;90;true;2149;81;comment
2194;110;true;2150;81;comment
2195;120;true;2151;81;comment
2196;130;true;2152;81;comment
2197;140;true;2153;81;comment
2198;150;true;2154;81;comment
2199;160;true;2155;81;comment
2200;170;true;2156;81;comment
2201;180;true;2157;81;comment
2202;190;true;2158;81;comment
2203;200;true;2159;81;comment
2204;210;true;2160;81;comment
2205;220;true;2161;81;comment
2206;230;true;2139;39;comment
2207;240;true;2162;39;comment
2208;120;true;2162;1004;comment
2209;120;true;2162;39;comment
2210;10;true;2113;39;comment
2211;20;true;2114;39;comment
2212;30;true;2115;39;comment
2213;40;true;2116;39;comment
2214;50;true;2116;39;comment
2215;60;true;2118;39;comment
2216;70;true;2119;39;comment
2217;80;true;2120;39;comment
2218;90;true;2121;39;comment
2219;100;true;2122;39;comment
2220;120;true;2123;39;comment
2221;130;true;2124;39;comment
2222;140;true;2125;39;comment
2223;150;true;2126;39;comment
2224;160;true;2127;39;comment
2225;10;true;2128;39;comment
2226;20;true;2129;39;comment
2227;30;true;2130;39;comment
2228;40;true;2131;39;comment
2229;50;true;2134;39;comment
2230;60;true;2135;39;comment
2231;70;true;2136;39;comment
2232;80;true;2137;39;comment
2233;90;true;2138;39;comment
2234;110;true;2140;39;comment
2235;10;true;2091;39;comment
2236;20;true;2092;39;comment
2237;30;true;2093;39;comment
2238;100;true;2094;39;comment
2239;40;true;2095;39;comment
2240;50;true;2096;39;comment
2241;10;true;2097;39;comment
2242;480;true;2098;39;comment
2243;60;true;2099;39;comment
2244;200;true;2100;39;comment
2245;210;true;2101;39;comment
2246;300;true;2102;39;comment
2247;320;true;2103;39;comment
2248;580;true;2104;39;comment
2249;490;true;2105;39;comment
2250;100;true;2106;39;comment
2251;100;true;2107;39;comment
2252;300;true;2108;39;comment
2253;240;true;2109;39;comment
2254;250;true;2110;39;comment
2255;260;true;2111;39;comment
2256;500;true;2112;39;comment
2257;240;true;2163;39;comment
2258;240;true;2163;6;comment
2259;40;true;2164;6;comment
2260;40;true;2164;39;comment
2261;100;true;2165;6;comment
2262;120;true;2165;39;comment
2263;150;true;2166;39;comment
2264;200;true;2166;6;comment
2265;170;true;2167;39;comment
2266;160;true;2167;6;comment
2267;400;true;2168;39;comment
2268;100;true;2168;6;comment
2269;270;true;2169;39;comment
2270;190;true;2169;6;comment
2271;240;true;2170;39;comment
2272;30;true;2170;6;comment
2273;320;true;2171;39;comment
2274;400;true;2171;6;comment
2275;50;true;2172;39;comment
2276;30;true;2172;1004;comment
2277;50;true;2173;81;comment
2278;80;true;2174;81;comment
2279;10;true;2175;32;comment
2280;20;true;2176;32;comment
2281;30;true;2177;32;comment
2282;40;true;2178;32;comment
2283;150;true;2179;32;comment
2284;50;true;2180;32;comment
2285;70;true;2181;32;comment
2286;20;true;2182;32;comment
2287;50;true;2183;32;comment
2288;90;true;2184;32;comment
2289;100;true;2185;32;comment
2290;120;true;2186;32;comment
2291;130;true;2187;32;comment
2292;140;true;2187;81;comment
2293;150;true;2188;32;comment
2294;100;true;2189;32;comment
2295;120;true;2190;32;comment
2296;130;true;2191;32;comment
2297;160;true;2192;32;comment
2298;140;true;2193;32;comment
2299;170;true;2194;32;comment
2300;180;true;2195;32;comment
2301;190;true;2196;32;comment
2302;200;true;2197;32;comment
2303;210;true;2198;32;comment
2304;220;true;2199;32;comment
2305;10;true;2200;56;comment
2306;30;true;2201;56;comment
2307;40;true;2202;56;comment
2308;50;true;2203;56;comment
2309;60;true;2204;56;comment
2310;20;true;2205;56;comment
2311;70;true;2206;56;comment
2312;120;true;2207;56;comment
2313;110;true;2208;56;comment
2314;100;true;2209;56;comment
2315;30;true;2210;56;comment
2316;140;true;2211;56;comment
2317;150;true;2212;56;comment
2318;80;true;2213;56;comment
2319;200;true;2214;56;comment
2320;70;true;2215;56;comment
2321;60;true;2216;56;comment
2322;120;true;2217;56;comment
2323;90;true;2218;56;comment
2324;60;true;2219;56;comment
2325;110;true;2220;56;comment
2326;50;true;2221;56;comment
2327;40;true;2222;56;comment
2328;40;true;2223;1007;comment
2329;60;true;2224;1006;comment
2330;80;true;2225;1007;comment
2331;200;true;2226;1007;comment
2332;210;true;2227;1007;comment
2333;10;true;2228;1007;comment
2334;100;true;2229;1006;comment
2335;80;true;2230;1007;comment
2336;120;true;2231;1007;comment
2337;130;true;2232;1007;comment
2338;40;true;2233;1007;comment
2339;20;true;2234;1007;comment
2340;90;true;2235;1007;comment
2341;60;true;2236;1006;comment
2342;70;true;2237;1006;comment
2343;80;true;2238;1006;comment
2344;90;true;2239;1005;comment
2345;100;true;2240;1006;comment
2346;110;true;2241;1006;comment
2347;110;true;2242;1007;comment
2348;110;true;2243;1006;comment
2349;110;true;2244;1006;comment
2350;30;true;2245;1006;comment
2351;10;true;2246;1005;comment
2352;20;true;2247;1005;comment
2353;60;true;2248;46;comment
2354;60;true;2249;46;comment
2355;60;true;2250;46;comment
2356;50;true;2251;46;comment
2357;60;true;2252;46;comment
2358;10;true;2253;46;comment
2359;20;true;2254;46;comment
2360;100;true;2255;46;comment
2361;40;true;2256;46;comment
2362;50;true;2257;46;comment
2363;70;true;2258;46;comment
2364;80;true;2259;46;comment
2365;30;true;2260;46;comment
2366;120;true;2261;46;comment
2367;110;true;2262;46;comment
2368;10;true;2263;46;comment
2369;100;true;2264;46;comment
2370;130;true;2265;46;comment
2371;40;true;2266;46;comment
2372;160;true;2267;46;comment
2373;170;true;2268;46;comment
2374;150;true;2269;46;comment
2375;40;true;2270;1000;comment
2376;60;true;2271;1000;comment
2377;10;true;2272;28;comment
2378;70;true;2273;28;comment
2379;20;true;2274;28;comment
2380;30;true;2275;28;comment
2381;50;true;2276;28;comment
2382;90;true;2277;28;comment
2383;100;true;2278;28;comment
2384;200;true;2279;28;comment
2385;110;true;2280;28;comment
2386;100;true;2281;28;comment
2387;120;true;2282;28;comment
2388;130;true;2283;28;comment
2389;50;true;2284;28;comment
2390;140;true;2285;28;comment
2391;150;true;2286;28;comment
2392;210;true;2287;28;comment
2393;70;true;2288;28;comment
2394;10;true;2289;29;comment
2395;90;true;2290;29;comment
2396;200;true;2291;29;comment
2397;100;true;2292;29;comment
2398;110;true;2293;1008;comment
2399;210;true;2294;29;comment
2400;130;true;2295;29;comment
2401;260;true;2296;29;comment
2402;140;true;2297;29;comment
2403;150;true;2298;29;comment
2404;10;true;2299;1008;comment
2405;100;true;2300;29;comment
2406;10;true;2301;1009;comment
2407;20;true;2302;1009;comment
2408;100;true;2303;1008;comment
2409;20;true;2304;1008;comment
2410;160;true;2305;29;comment
2411;80;true;2306;29;comment
2412;30;true;2307;1009;comment
2413;40;true;2308;1009;comment
2414;40;true;2309;1009;comment
2415;170;true;2310;29;comment
2416;180;true;2311;29;comment
2417;190;true;2312;1009;comment
2418;190;true;2313;1009;comment
2419;190;true;2314;29;comment
2420;150;true;2315;29;comment
2421;150;true;2316;1011;comment
2422;20;true;2317;1009;comment
2423;20;true;2318;1010;comment
2424;10;true;2319;1010;comment
2425;10;true;2320;1010;comment
2426;40;true;2321;1010;comment
2427;40;true;2322;1010;comment
2428;10;true;2323;1012;comment
2429;20;true;2324;1012;comment
2430;50;true;2325;1008;comment
2431;70;true;2326;1011;comment
2432;10;true;2327;1012;comment
2433;90;true;2328;1010;comment
2434;40;true;2328;1009;comment
2435;10;true;2329;1012;comment
2436;30;true;2330;1011;comment
2437;60;true;2331;1013;comment
2438;100;true;2332;1013;comment
2439;90;true;2333;1013;comment
2440;110;true;2334;1013;comment
2441;120;true;2335;1013;comment
2442;130;true;2336;1013;comment
2443;140;true;2337;1013;comment
2444;80;true;2338;1013;comment
2445;150;true;2339;1013;comment
2446;20;true;2340;1013;comment
2447;100;true;2341;1013;comment
2448;50;true;2342;1013;comment
2449;180;true;2343;88;comment
2450;20;true;2344;88;comment
2451;30;true;2345;88;comment
2452;250;true;2346;88;comment
2453;260;true;2347;88;comment
2454;270;true;2348;88;comment
2455;80;true;2349;88;comment
2456;50;true;2350;88;comment
2457;280;true;2351;88;comment
2458;100;true;2352;88;comment
2459;40;true;2353;88;comment
2460;50;true;2354;88;comment
2461;200;true;2355;88;comment
2462;80;true;2355;10;comment
2463;180;true;2356;88;comment
2464;40;true;2357;88;comment
2465;50;true;2357;10;comment
2466;60;true;2358;88;comment
2467;70;true;2359;88;comment
2468;100;true;2360;88;comment
2469;110;true;2361;88;comment
2470;90;true;2362;88;comment
2471;70;true;2363;88;comment
2472;130;true;2364;88;comment
2473;180;true;2343;88;comment
2474;20;true;2344;88;comment
2475;30;true;2345;88;comment
2476;250;true;2346;88;comment
2477;260;true;2347;88;comment
2478;270;true;2348;88;comment
2479;80;true;2349;88;comment
2480;50;true;2350;88;comment
2481;280;true;2351;88;comment
2482;100;true;2352;88;comment
2483;40;true;2353;88;comment
2484;50;true;2354;88;comment
2485;90;true;2365;60;comment
2486;110;true;2366;60;comment
2487;210;true;2367;60;comment
2488;250;true;2368;60;comment
2489;50;true;2369;60;comment
2490;150;true;2370;27;comment
2491;30;true;2371;60;comment
2492;110;true;2372;60;comment
2493;120;true;2373;60;comment
2494;180;true;2374;60;comment
2495;190;true;2375;60;comment
2496;100;true;2376;60;comment
2497;200;true;2376;55;comment
2498;110;true;2377;27;comment
2499;120;true;2378;27;comment
2500;130;true;2379;27;comment
2501;230;true;2380;60;comment
2502;190;true;2381;60;comment
2503;290;true;2382;55;comment
2504;300;true;2383;60;comment
2505;100;true;2384;60;comment
2506;170;true;2385;60;comment
2507;310;true;2386;60;comment
2508;320;true;2387;60;comment
2509;330;true;2388;60;comment
2510;340;true;2389;60;comment
2511;350;true;2390;60;comment
2512;360;true;2391;60;comment
2513;70;true;2392;60;comment
2514;90;true;2393;60;comment
2515;130;true;2394;60;comment
2516;260;true;2395;55;comment
2517;120;true;2396;7;comment
2518;100;true;2397;7;comment
2519;130;true;2398;7;comment
2520;90;true;2399;7;comment
2521;140;true;2400;46;comment
2522;80;true;2401;7;comment
2523;150;true;2402;7;comment
2524;110;true;2403;7;comment
2525;70;true;2404;7;comment
2526;30;true;2405;7;comment
2527;60;true;2406;7;comment
2528;130;true;2407;7;comment
2529;150;true;2408;7;comment
2530;170;true;2409;7;comment
2531;30;true;2410;7;comment
2532;20;true;2411;7;comment
2533;90;true;2412;7;comment
2534;10;true;2413;7;comment
2535;90;true;2414;27;comment
2536;190;true;2415;27;comment
2537;30;true;2416;27;comment
2538;70;true;2417;27;comment
2539;90;true;2418;27;comment
2540;100;true;2419;27;comment
2541;60;true;2420;1000;comment
2542;90;true;2421;1000;comment
2543;130;true;2422;1000;comment
2544;160;true;2423;1000;comment
2545;200;true;2424;1000;comment
2546;250;true;2425;1000;comment
2547;250;true;2426;1000;comment
2548;10;true;2032;1000;comment
2549;260;true;2427;1000;comment
2550;270;true;2428;1000;comment
2551;390;true;2429;1000;comment
2552;140;true;2430;1000;comment
2553;50;true;2431;10;comment
2554;70;true;2432;10;comment
2555;470;true;2433;10;comment
2556;390;true;2434;10;comment
2557;400;true;2435;10;comment
2558;90;true;2436;27;comment
2559;50;true;2437;27;comment
2560;60;true;2438;27;comment
2561;70;true;2439;27;comment
2562;80;true;2440;27;comment
2563;90;true;2441;27;comment
2564;40;true;2442;27;comment
2565;100;true;2443;27;comment
2566;110;true;2444;27;comment
2567;60;true;2445;27;comment
2568;30;true;2446;61;comment
2569;100;true;2447;61;comment
2570;110;true;2448;61;comment
2571;200;true;2449;61;comment
2572;90;true;2450;61;comment
2573;110;true;2451;61;comment
2574;120;true;2452;61;comment
2575;20;true;2453;61;comment
2576;80;true;2454;61;comment
2577;140;true;2455;61;comment
2578;100;true;2456;61;comment
2579;40;true;2457;61;comment
2580;70;true;2458;61;comment
2581;90;true;2459;61;comment
2582;160;true;2460;61;comment
2583;170;true;2461;61;comment
2584;90;true;2462;61;comment
2585;60;true;2463;61;comment
2586;150;true;2464;61;comment
2587;150;true;2465;61;comment
2588;10;true;2466;69;comment
2589;50;true;2467;69;comment
2590;100;true;2468;69;comment
2591;160;true;2469;69;comment
2592;180;true;2470;69;comment
2593;190;true;2471;69;comment
2594;200;true;2472;69;comment
2595;140;true;2473;69;comment
2596;150;true;2474;69;comment
2597;50;true;2474;1016;comment
2598;220;true;2475;69;comment
2599;210;true;2476;69;comment
2600;60;true;2477;69;comment
2601;90;true;2478;69;comment
2602;130;true;2479;69;comment
2603;300;true;2480;69;comment
2604;30;true;2480;1016;comment
2605;270;true;2481;69;comment
2606;220;true;2482;69;comment
2607;70;true;2482;1016;comment
2608;50;true;2483;1016;comment
2609;230;true;2483;69;comment
2610;150;true;2484;69;comment
2611;120;true;2485;69;comment
2612;90;true;2486;1016;comment
2613;190;true;2486;69;comment
2614;390;true;2487;69;comment
2615;190;true;2487;1016;comment
2616;200;true;2488;69;comment
2617;100;true;2488;1016;comment
2618;220;true;2489;69;comment
2619;140;true;2490;69;comment
2620;150;true;2491;69;comment
2621;50;true;2492;69;comment
2622;30;true;2492;1016;comment
2623;90;true;2493;69;comment
2624;40;true;2493;1016;comment
2625;70;true;2494;1016;comment
2626;520;true;2494;69;comment
2627;80;true;2495;1016;comment
2628;530;true;2495;69;comment
2629;220;true;2496;69;comment
2630;210;true;2497;61;comment
2631;140;true;2498;88;comment
2632;160;true;2499;88;comment
2633;100;true;2500;88;comment
2634;290;true;2501;88;comment
2635;40;true;2501;1015;comment
2636;300;true;2502;88;comment
2637;80;true;2503;88;comment
2638;40;true;2504;88;comment
2639;160;true;2505;88;comment
2640;100;true;2506;88;comment
2641;50;true;2507;88;comment
2642;30;true;2508;88;comment
2643;150;true;2509;88;comment
2644;120;true;2510;88;comment
2645;140;true;2511;88;comment
2646;50;true;2512;88;comment
2647;270;true;2513;88;comment
2648;170;true;2514;88;comment
2649;60;true;2514;1015;comment
2650;200;true;2515;88;comment
2651;160;true;2516;88;comment
2652;210;true;2517;88;comment
2653;110;true;2518;88;comment
2654;220;true;2519;88;comment
2655;190;true;2520;88;comment
2656;190;true;2520;1015;comment
2657;70;true;2521;88;comment
2658;60;true;2522;88;comment
2659;130;true;2523;88;comment
2660;160;true;2524;88;comment
2661;220;true;2525;88;comment
2662;230;true;2526;88;comment
2663;240;true;2527;88;comment
2664;250;true;2528;88;comment
2665;90;true;2528;1015;comment
2666;300;true;2529;88;comment
2667;50;true;2529;1015;comment
2668;450;true;2530;88;comment
2669;60;true;2531;88;comment
2670;460;true;2532;88;comment
2671;190;true;2533;88;comment
2672;100;true;2534;1015;comment
2673;280;true;2534;88;comment
2674;190;true;2535;88;comment
2675;220;true;2536;88;comment
2676;230;true;2537;88;comment
2677;240;true;2538;88;comment
2678;250;true;2539;88;comment
2679;90;true;2540;1000;comment
2680;50;true;2541;10;comment
2681;390;true;2541;88;comment
2682;400;true;2542;88;comment
2683;80;true;2542;10;comment
2684;410;true;2542;88;comment
2685;410;true;2543;1015;comment
2686;420;true;2543;88;comment
2687;430;true;2544;88;comment
2688;130;true;2544;1015;comment
2689;130;true;2545;1015;comment
2690;440;true;2545;88;comment
2691;450;true;2546;88;comment
2692;140;true;2546;1015;comment
2693;460;true;2547;10;comment
2694;150;true;2547;1015;comment
2695;470;true;2548;88;comment
2696;160;true;2548;1015;comment
2697;480;true;2549;88;comment
2698;170;true;2549;10;comment
2699;490;true;2550;88;comment
2700;180;true;2550;10;comment
2701;160;true;2551;69;comment
2702;120;true;2551;1016;comment
2703;300;true;2552;69;comment
2704;120;true;2552;1016;comment
2705;310;true;2553;69;comment
2706;130;true;2553;1016;comment
2707;140;true;2554;1016;comment
2708;320;true;2554;69;comment
2709;150;true;2555;69;comment
2710;330;true;2555;1016;comment
2711;340;true;2556;69;comment
2712;160;true;2556;1016;comment
2713;350;true;2557;69;comment
2714;170;true;2557;1016;comment
2715;360;true;2558;69;comment
2716;90;true;2558;1016;comment
2717;180;true;2559;1016;comment
2718;370;true;2559;69;comment
2719;380;true;2560;69;comment
2720;190;true;2560;1016;comment
2721;390;true;2561;69;comment
2722;200;true;2561;1016;comment
2723;210;true;2562;69;comment
2724;400;true;2562;1016;comment
2725;820;true;2563;1016;comment
2726;1000;true;2563;69;comment
2727;430;true;2564;69;comment
2728;220;true;2564;1016;comment
2729;440;true;2565;69;comment
2730;230;true;2565;1016;comment
2731;450;true;2566;69;comment
2732;240;true;2566;1016;comment
2733;250;true;2567;1016;comment
2734;460;true;2567;69;comment
2735;470;true;2568;69;comment
2736;260;true;2568;1016;comment
2737;480;true;2569;69;comment
2738;270;true;2569;1016;comment
2739;280;true;2570;1016;comment
2740;490;true;2570;69;comment
2741;500;true;2571;69;comment
2742;290;true;2571;1016;comment
2743;300;true;2572;1016;comment
2744;510;true;2572;69;comment
2745;510;true;2573;69;comment
2746;310;true;2573;1016;comment
2747;520;true;2574;69;comment
2748;320;true;2574;1016;comment
2749;330;true;2575;1016;comment
2750;530;true;2575;69;comment
2751;540;true;2576;69;comment
2752;340;true;2576;1016;comment
2753;130;true;2577;1016;comment
2754;550;true;2577;69;comment
2755;560;true;2578;69;comment
2756;360;true;2578;1016;comment
2757;760;true;2579;69;comment
2758;360;true;2579;1016;comment
2759;370;true;2580;69;comment
2760;570;true;2580;1016;comment
2761;580;true;2581;69;comment
2762;380;true;2581;1016;comment
2763;590;true;2582;69;comment
2764;390;true;2582;1016;comment
2765;600;true;2583;1016;comment
2766;400;true;2583;69;comment
2767;410;true;2584;1016;comment
2768;610;true;2584;69;comment
2769;620;true;2585;69;comment
2770;420;true;2585;1016;comment
2771;630;true;2586;1016;comment
2772;430;true;2586;69;comment
2773;640;true;2587;1016;comment
2774;440;true;2587;69;comment
2775;450;true;2588;1016;comment
2776;460;true;2589;1016;comment
2777;470;true;2590;1016;comment
2778;480;true;2591;1016;comment
2779;490;true;2592;1016;comment
2780;500;true;2593;1016;comment
2781;510;true;2594;1016;comment
2782;520;true;2595;1016;comment
2783;530;true;2596;1016;comment
2784;540;true;2597;1016;comment
2785;550;true;2598;1016;comment
2786;560;true;2599;1016;comment
2787;580;true;2601;1016;comment
2788;590;true;2602;1016;comment
